"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"P280438","PASSENGER","a1de1a271b2e3b9f9d9e0cdb5631a6237f22225293470138ccebcc95b4926b39c9bf246b0ed5ca0876cf121347ac3fe63c1c0f36a27d228c502dfe8d76d2f21e","JE491964","1190647","2021-12-29T13:37:00.000","3",,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280439","PASSENGER","a1de1a271b2e3b9f9d9e0cdb5631a6237f22225293470138ccebcc95b4926b39c9bf246b0ed5ca0876cf121347ac3fe63c1c0f36a27d228c502dfe8d76d2f21e","JE491964","1190647","2021-12-29T13:37:00.000","4",,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280440","PASSENGER","a1de1a271b2e3b9f9d9e0cdb5631a6237f22225293470138ccebcc95b4926b39c9bf246b0ed5ca0876cf121347ac3fe63c1c0f36a27d228c502dfe8d76d2f21e","JE491964","1190647","2021-12-29T13:37:00.000","6",,"IL",,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254344","DRIVER","0a7b17eb44cd93fc3ec31c3b1b13bbd197676159526ddfebfd42ba2c5bea1a2747b966914482c389af5771632b9adc3cce411276668c35927d41a85e72241969","JE491953","1190650","2021-12-29T13:36:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254345","DRIVER","0a7b17eb44cd93fc3ec31c3b1b13bbd197676159526ddfebfd42ba2c5bea1a2747b966914482c389af5771632b9adc3cce411276668c35927d41a85e72241969","JE491953","1190692","2021-12-29T13:36:00.000",,"CHICAGO","IL","60625","M","23","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254376","DRIVER","46361e83b99ba2da1397da30dec10764b05694fee1cf7bfaef4383ae141d895f282bc795e6a97c32b3ad3107cbd56b9a2bd2a85b8bbc6a9daa19a41a751860dc","JE491991","1190690","2021-12-29T13:30:00.000",,"CHICAGO","IL","60605","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254377","DRIVER","46361e83b99ba2da1397da30dec10764b05694fee1cf7bfaef4383ae141d895f282bc795e6a97c32b3ad3107cbd56b9a2bd2a85b8bbc6a9daa19a41a751860dc","JE491991","1190707","2021-12-29T13:30:00.000",,"CHICAGO","IL","60636","F","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254378","DRIVER","69e12b3b387aa7654b35703dbb1eeb43b41f3ced3249138d3bdd9c84f05ecf4d32afd25939a841cd8fce09adf64a088d518226bcc91ee8a6539a477a634edb85","JE491887","1190719","2021-12-29T13:30:00.000",,"CHICAGO","IL",,"M","23","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254379","DRIVER","69e12b3b387aa7654b35703dbb1eeb43b41f3ced3249138d3bdd9c84f05ecf4d32afd25939a841cd8fce09adf64a088d518226bcc91ee8a6539a477a634edb85","JE491887","1190724","2021-12-29T13:30:00.000",,"LA PORTE","IN",,"M","60","IN",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254365","DRIVER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190671","2021-12-29T13:30:00.000",,"SKOKIE","IL","60076","M","78","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254366","DRIVER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190676","2021-12-29T13:30:00.000",,"CHICAGO","IL","60660","F","75","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254367","DRIVER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190683","2021-12-29T13:30:00.000",,"CHICAGO","IL","60645","F","70","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254368","DRIVER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190689","2021-12-29T13:30:00.000",,"MORTON GROVE","IL","60053","M","33","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280444","PASSENGER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190676","2021-12-29T13:30:00.000","3","CHICAGO","IL","60660","M","51",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280445","PASSENGER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190689","2021-12-29T13:30:00.000","3","MORTON GROVE","IL","60053","F","37",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280448","PASSENGER","8d8406719b1ee541756838206537e06d03271c26caedf37ee5474cc79b249c507a48a304b4ea1f1a56f89982c7c352e08efe500491d5a71b8d5407ce62d50d62","JE491951","1190689","2021-12-29T13:30:00.000","6","MORTON GROVE","IL","60053","M","12",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254393","DRIVER","a6c65df73f4cb429142993259ba3b8e5a99ab321a7de078cf41cfe27d0756f3e20e29340be11861fd338bcd74cabda9e5c66aff14a86657238b45cb84c2dfaaf","JE492039","1190732","2021-12-29T13:30:00.000",,"CHICAGO","IL","60620","M","26","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254327","DRIVER","9d7f39c675f5bda3309ba7bc483db914466fe12933525f472ffedc7a4f567f8f8758a82a9dc0464d5078f7b94f81d11396aa40c5097ddd5fdb6addd9f910de16","JE491928","1190629","2021-12-29T13:20:00.000",,"CHICAGO","IL","60630","M","51","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254328","DRIVER","9d7f39c675f5bda3309ba7bc483db914466fe12933525f472ffedc7a4f567f8f8758a82a9dc0464d5078f7b94f81d11396aa40c5097ddd5fdb6addd9f910de16","JE491928","1190635","2021-12-29T13:20:00.000",,"CHICAGO","IL","60625","M","75","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280436","PASSENGER","9d7f39c675f5bda3309ba7bc483db914466fe12933525f472ffedc7a4f567f8f8758a82a9dc0464d5078f7b94f81d11396aa40c5097ddd5fdb6addd9f910de16","JE491928","1190635","2021-12-29T13:20:00.000","3","CHICAGO","IL","60625","F","79",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254370","DRIVER","049b5d2cdef95413c918b599628275a05adb94ad6ebca90f0b6fe5a99647313223355524b828b73454043e222829b8ace7e4f35600ef00fa36507063b8c1fcad","JE491941","1190675","2021-12-29T13:15:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254371","DRIVER","049b5d2cdef95413c918b599628275a05adb94ad6ebca90f0b6fe5a99647313223355524b828b73454043e222829b8ace7e4f35600ef00fa36507063b8c1fcad","JE491941","1190678","2021-12-29T13:15:00.000",,,,,"M","60","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254451","DRIVER","f5dad5206169af68f1e09beb404d88a0c504e3cdb55f75367dfc629245a198d6432d3dc2654da6cb2f9c0974b635119cd9c5ceffc2ffcea93e9f9a2108a6f7bf","JE492128","1190757","2021-12-29T13:12:00.000",,,,,"M",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254452","DRIVER","f5dad5206169af68f1e09beb404d88a0c504e3cdb55f75367dfc629245a198d6432d3dc2654da6cb2f9c0974b635119cd9c5ceffc2ffcea93e9f9a2108a6f7bf","JE492128","1190770","2021-12-29T13:12:00.000",,"DIXMOOR","IL","60426","F","31","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254394","DRIVER","899adbe42216c17815e5b35863026c4a76cc70219a55ac75bddca75842b46551fd47c3ca1e4c76b3db94c8d179db04185bed4b44490d9bb88bd232f68a170804","JE491984","1190696","2021-12-29T13:06:00.000",,"CHICAGO","IL","60643","F","35","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254395","DRIVER","899adbe42216c17815e5b35863026c4a76cc70219a55ac75bddca75842b46551fd47c3ca1e4c76b3db94c8d179db04185bed4b44490d9bb88bd232f68a170804","JE491984","1190709","2021-12-29T13:06:00.000",,"CHICAGO","IL","60637","F","41","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254331","DRIVER","1fae37380fc36a74ee7dc6548e9a8813b0319d8357f86e8d5eb435f6d073714f4bd674e7ac61995953e65edfd275ca4aa712726b85c02e2addfd061e11510f42","JE491903","1190642","2021-12-29T13:00:00.000",,"CHICAGO","IL","60643","F","42","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254332","DRIVER","1fae37380fc36a74ee7dc6548e9a8813b0319d8357f86e8d5eb435f6d073714f4bd674e7ac61995953e65edfd275ca4aa712726b85c02e2addfd061e11510f42","JE491903","1190662","2021-12-29T13:00:00.000",,"CHICAGO","IL","60629","F","68","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254692","DRIVER","217770464c8c1e8e6838c0997c5e10353061271937b9419f01875987f991857be03ce71645567add85eaa5d34cb1531870a84acc66b0deed12c5d81be1385c48","JE491907","1190996","2021-12-29T13:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254424","DRIVER","d6c95c6e8c4faa8f338fe45c320b171aacb21e1c8c36c3ec38fd9a54aa3e30d6591dbce10664b90b9e7106c7bc10ec0bbdef0d0dcf14cc746bc98c847852a524","JE492104","1190729","2021-12-29T13:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254359","DRIVER","06284bfb731899cbab79f94408484c38726c01a69c4d2e60355e41b3b1c9372697eae8071623e5a3ba0f84fdae12069db995bf02dc7c36c19a80fb257fa7e368","JE491989","1190670","2021-12-29T12:55:00.000",,,,,"M","27","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254360","DRIVER","06284bfb731899cbab79f94408484c38726c01a69c4d2e60355e41b3b1c9372697eae8071623e5a3ba0f84fdae12069db995bf02dc7c36c19a80fb257fa7e368","JE491989","1190673","2021-12-29T12:55:00.000",,"CHICAGO","IL","60647","M","40",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254346","DRIVER","474b5f465523cbb7ed6ce16177c9abab8843db07eba8b77f2312a65fae3bdaedd636fa97773f6eacfdf0bee72d02b974ade8601dfc7404e8d33252ff49684f92","JE491946","1190651","2021-12-29T12:55:00.000",,"BROKLYN","NY","11230","M","49","NY","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254347","DRIVER","99b473536d72a1585cde332c61e8ca768831e8a7541cb101822bb135bf3a76f19defd2ae649e08f7ceded00e175ec4e8a31767c3b6d0b2396036e68747ac508b","JE491945","1190659","2021-12-29T12:55:00.000",,"CHICAGO","IL","60613","M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254348","DRIVER","99b473536d72a1585cde332c61e8ca768831e8a7541cb101822bb135bf3a76f19defd2ae649e08f7ceded00e175ec4e8a31767c3b6d0b2396036e68747ac508b","JE491945","1190665","2021-12-29T12:55:00.000",,"CHICAGO","IL","60649","F","61","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1255220","DRIVER","331f7b28f554812dbd17b65d43851c241cb8cdb2a6b6b1d1ced6332a650a9ffea7eccbd14a1501703e7a0282717dea998f0b668c9e481d8aa59ae00d89c36397","JE491919","1191494","2021-12-29T12:50:00.000",,"CHICAGO","IL","60641","M","46","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1255221","DRIVER","331f7b28f554812dbd17b65d43851c241cb8cdb2a6b6b1d1ced6332a650a9ffea7eccbd14a1501703e7a0282717dea998f0b668c9e481d8aa59ae00d89c36397","JE491919","1191498","2021-12-29T12:50:00.000",,"CHICAGO","IL","60634","M","27","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254335","DRIVER","f2e226e4266a96ad2012e281217ebe85378b82c51e9215a607790084a0a78ec22101a27f8281b5f2f4557b3796773dd48e5fa8f0b2f04aaf4f6981e25c28b103","JE491930","1190658","2021-12-29T12:50:00.000",,"CHICAGO","IL","60637","F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254336","DRIVER","f2e226e4266a96ad2012e281217ebe85378b82c51e9215a607790084a0a78ec22101a27f8281b5f2f4557b3796773dd48e5fa8f0b2f04aaf4f6981e25c28b103","JE491930","1190663","2021-12-29T12:50:00.000",,"CHICAGO","IL","60617","M","23","AZ","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254305","DRIVER","27d25268a762cc6aaa956ed35c1d4f936c379ab9f2b60c0f4a1b1ddb3ae184f5f418766e9f8bd48d613942b3d97088b92fd9a9ddc2ced9985d9e0fc95d5c9549","JE491878","1190617","2021-12-29T12:36:00.000",,"BRIDGEVIEW","IL","60455","M","31","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254306","DRIVER","27d25268a762cc6aaa956ed35c1d4f936c379ab9f2b60c0f4a1b1ddb3ae184f5f418766e9f8bd48d613942b3d97088b92fd9a9ddc2ced9985d9e0fc95d5c9549","JE491878","1190632","2021-12-29T12:36:00.000",,"CHICAGO","IL","60622","M","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254672","DRIVER","1cfab00d22966f04ee5d047ae847bc8d82ad2c14a62cb9e4eb6f4e8d21fd1768d9647a8897a3eca70e1b0b59d27d8cb230e91a64cdf21ccd7f2c73a375a88618","JE491870","1190974","2021-12-29T12:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254673","DRIVER","1cfab00d22966f04ee5d047ae847bc8d82ad2c14a62cb9e4eb6f4e8d21fd1768d9647a8897a3eca70e1b0b59d27d8cb230e91a64cdf21ccd7f2c73a375a88618","JE491870","1190978","2021-12-29T12:30:00.000",,"COUNTRY SIDE","IL","60525","F","23","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","COMMUNITY FIRST","32",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254434","DRIVER","d6bf3002f7f4642b2ca2c53df8a1f3756681cf6d22c70aac8d37e551e1ac3604fd598d3494b12f2ecaea130349ca38922c002f57cae396e6e4cee39525ae0341","JE492124","1190737","2021-12-29T12:30:00.000",,"CHICAGO","IL","60629","M",,"IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254311","DRIVER","3bba2910bb4ba10b67ef50a155e1d51067909dafbe91d873f518414a55966657921a7d7ba863f9c482fa814b477cded01fade909f5a9eb4b212ee3f1ed9a800d","JE491867","1190620","2021-12-29T12:24:00.000",,"CHICAGO","IL","60637","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254312","DRIVER","3bba2910bb4ba10b67ef50a155e1d51067909dafbe91d873f518414a55966657921a7d7ba863f9c482fa814b477cded01fade909f5a9eb4b212ee3f1ed9a800d","JE491867","1190628","2021-12-29T12:24:00.000",,"CHICAGO","IL","60609","F","36","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","HOLY CROSS HOSPITAL","AMB#27",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280433","PASSENGER","3bba2910bb4ba10b67ef50a155e1d51067909dafbe91d873f518414a55966657921a7d7ba863f9c482fa814b477cded01fade909f5a9eb4b212ee3f1ed9a800d","JE491867","1190628","2021-12-29T12:24:00.000","4",,"IL",,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","HOLY CROSS HOSPITAL","CFD","AMB#27",,,,,,,,,
"P280434","PASSENGER","3bba2910bb4ba10b67ef50a155e1d51067909dafbe91d873f518414a55966657921a7d7ba863f9c482fa814b477cded01fade909f5a9eb4b212ee3f1ed9a800d","JE491867","1190628","2021-12-29T12:24:00.000","5",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","HOLY CROSS HOSPITAL","CFD","AMB#27",,,,,,,,,
"P280435","PASSENGER","3bba2910bb4ba10b67ef50a155e1d51067909dafbe91d873f518414a55966657921a7d7ba863f9c482fa814b477cded01fade909f5a9eb4b212ee3f1ed9a800d","JE491867","1190628","2021-12-29T12:24:00.000","6",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY","HOLY CROSS HOSPITAL","CFD","AMB#27",,,,,,,,,
"O1254307","DRIVER","19232dc2d6a8bc21579a1cf992d9b734f4e428c57e01af29cc5fe895be22df0f220a280e47cf8d8097f92d042783e08b5462254a7ba6f151b882136cd1377836","JE491898","1190613","2021-12-29T12:17:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254742","DRIVER","fb0efda8318355680397983d9fd708ec8f1d6b34a71981b9578122048ef337e6558a8c7e420064f7294d7a9adc72eef6d615c3eb50e6173a2ec6c56cbd6141a6","JE492762","1191041","2021-12-29T12:15:00.000",,"CHICAGO","IL","60632","M","63","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254743","DRIVER","fb0efda8318355680397983d9fd708ec8f1d6b34a71981b9578122048ef337e6558a8c7e420064f7294d7a9adc72eef6d615c3eb50e6173a2ec6c56cbd6141a6","JE492762","1191042","2021-12-29T12:15:00.000",,"CHICAGO","IL","60629","F","48","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254269","DRIVER","038e36aeb372e7bf0d8d89cbea1debbb631bf09b9352d2e9ead3c6f006c76ae28fa1af5996149a78a2cdd761d0e3e7ec01a58ef244c4cf2ed6ac0a147c3e039b","JE491837","1190587","2021-12-29T12:13:00.000",,"MAYWOOD","IL","60153","M","48","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254270","DRIVER","038e36aeb372e7bf0d8d89cbea1debbb631bf09b9352d2e9ead3c6f006c76ae28fa1af5996149a78a2cdd761d0e3e7ec01a58ef244c4cf2ed6ac0a147c3e039b","JE491837","1190593","2021-12-29T12:13:00.000",,"CHICAGO","IL","60623","M","24","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254313","DRIVER","9a71ef56cc6176f8f0e43412ef3b5cd884fb9677345232c3f715d76b67345585f4de55f1e4e0767b7a4c8b8eea2b52e0eaf10e0acceafdc6e08991e3fc146e34","JE491909","1190637","2021-12-29T12:13:00.000",,"CHICAGO","IL","60628","M","57","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254282","DRIVER","36554239390773cfedd5a0e63b5da4afc1ebfd8bc43802a04a500365a8a6e89b4664ced96c93e883026637fb79d7670d9a5c5a9036be7a50e7ec56ba7e8b2e8b","JE491831","1190595","2021-12-29T12:10:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254283","DRIVER","36554239390773cfedd5a0e63b5da4afc1ebfd8bc43802a04a500365a8a6e89b4664ced96c93e883026637fb79d7670d9a5c5a9036be7a50e7ec56ba7e8b2e8b","JE491831","1190599","2021-12-29T12:10:00.000",,"CICERO","IL","60804","M","37","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1258817","DRIVER","a4d70540ef233bf5a2d435eb18c223d401cdfc95fca25921b8f3e4684e8235beadbc18569c6e7c7551d1c2f1cefc65a37bc80b4c3934c7d137b685df8869da14","JE491850","1194903","2021-12-29T12:10:00.000",,"CHICAGO","IL","60617","F","17","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1258818","DRIVER","a4d70540ef233bf5a2d435eb18c223d401cdfc95fca25921b8f3e4684e8235beadbc18569c6e7c7551d1c2f1cefc65a37bc80b4c3934c7d137b685df8869da14","JE491850","1194908","2021-12-29T12:10:00.000",,"CHICAGO","IL","60607","M","37","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254271","DRIVER","7ed03b2fb825e833296fc48ee26885fa51398706b16eaeef41f50ee991d667a37a1590873876991d476cef188b6216b7d4cd105452a6725ad3dc711f0d157e54","JE491843","1190586","2021-12-29T12:00:00.000",,"CHICAGO","IL","60651","F","0",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254272","DRIVER","7ed03b2fb825e833296fc48ee26885fa51398706b16eaeef41f50ee991d667a37a1590873876991d476cef188b6216b7d4cd105452a6725ad3dc711f0d157e54","JE491843","1190588","2021-12-29T12:00:00.000",,"CHICAGO","IL","60639","M","34","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
